name	mz	rt	exact_mass	charge	monoisotopic_mass	ppm_error	molecular_formula	molecular_name	chebi_id	ion_type	model_id	chemspider	cas_registry_number	hmdb	kegg	lipidmaps	metacyc	inchi	cor_grp_size	cor_grp
M202T14_2	202.133651474469	13.7285180091858	202.13	0.0	358.30831	3.45	C21H42O4::C21H42O4	rac-1-monostearoylglycerol::1-monostearoylglycerol	75557::75555	[M+Na+Na]2+::[M+Na+Na]2+	MAM03755e::MAM03755e	No match::No match	123-94-4::123-94-4	HMDB0011131::No match	No match::No match	LMGL01010003::No match	No match::No match	InChI=1S/C21H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h20,22-23H,2-19H2,1H3::InChI=1S/C21H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h20,22-23H,2-19H2,1H3	381.0	M56T14::M58T14::M59T14::M68T14::M69T14::M70T14::M71T14::M72T14::M73T14::M74T14_1::M74T14_2::M75T14_1::M75T14_2::M82T14::M84T14_1::M84T14_2::M85T14::M86T14_1::M86T14_2::M86T14_3::M87T14_1::M87T14_2::M88T14::M89T14::M95T14::M96T14::M97T14::M98T14_1::M98T14_2::M99T14_1::M99T14_2::M203T14::M204T14_1::M204T14_2::M205T14_1::M205T14_2::M206T14_1::M206T14_2::M207T14_1::M207T14_2::M207T14_3::M208T14_1::M208T14_2::M208T13::M209T14_1::M209T14_2::M210T14_1::M210T14_2::M211T14_1::M211T14_2::M212T14::M213T14::M214T14::M215T14::M216T14_1::M216T14_2::M217T14_1::M217T14_2::M218T14_1::M218T14_2::M219T14_1::M219T14_2::M220T14_1::M220T14_2::M220T14_3::M221T14::M221T13::M222T14_1::M222T14_2::M222T13::M223T14_1::M223T14_2::M224T14_1::M224T14_2::M225T14::M228T14::M229T14_1::M229T14_2::M230T14::M231T14_1::M231T14_2::M232T14_1::M232T14_2::M232T14_3::M233T14_1::M233T14_2::M234T14_1::M234T14_2::M235T14_1::M235T14_2::M236T14_1::M236T14_2::M237T14_1::M237T14_2::M238T14_1::M238T14_2::M239T14::M242T14::M243T14_1::M243T14_2::M244T14::M245T14_1::M245T14_2::M246T14_1::M246T14_2::M247T14_1::M247T14_2::M248T14_1::M248T14_2::M249T14_2::M249T14_3::M249T14_4::M250T14::M251T14_1::M251T14_2::M254T14::M255T14_2::M256T14::M257T14_1::M257T14_2::M258T14_1::M258T14_2::M259T14_2::M259T14_3::M260T14_1::M260T14_2::M261T14::M261T13::M262T14::M263T14_1::M263T14_2::M264T14::M268T14::M269T14::M270T14::M271T14::M272T14_1::M272T14_2::M273T14::M273T13::M274T14_1::M274T14_2::M275T14_1::M275T14_2::M275T14_3::M276T14::M277T14::M277T13::M279T14::M283T14::M284T14::M285T14::M286T14_1::M286T14_2::M287T14_1::M287T14_2::M288T14::M288T13::M289T14::M290T14::M291T14::M297T14::M299T14::M300T14::M301T14::M302T14::M303T14::M311T14::M312T14::M313T14_1::M313T14_2::M324T14::M325T14::M326T14::M327T14_1::M327T14_2::M329T14_1::M329T14_2::M338T14::M340T13::M381T15::M100T14_1::M100T14_2::M100T14_3::M101T14_1::M101T14_2::M102T14_2::M103T14::M107T14::M108T14::M109T14::M110T14_1::M110T14_2::M111T14_1::M111T14_2::M112T14_1::M112T14_2::M113T14_1::M113T14_2::M113T14_3::M113T14_4::M114T14_1::M114T14_2::M114T14_3::M115T14_1::M115T14_2::M116T14_1::M116T14_2::M117T14_1::M117T14_2::M119T14::M120T14::M121T14::M122T14::M123T14_1::M123T14_2::M124T14_1::M124T14_2::M125T14_2::M125T14_3::M125T14_4::M126T14_1::M126T14_2::M127T14_1::M127T14_2::M127T14_3::M128T14_1::M128T14_2::M128T14_3::M129T14::M130T14_1::M130T14_2::M130T14_3::M131T14_1::M131T14_2::M133T14::M134T14::M135T14_1::M135T14_2::M136T14::M137T14_1::M137T14_2::M137T14_3::M138T14_1::M138T14_2::M139T14_1::M139T14_2::M140T14_1::M140T14_2::M140T14_3::M141T14_1::M141T14_2::M141T14_3::M142T14_1::M142T14_2::M143T14_1::M143T14_2::M143T14_3::M143T14_4::M144T14_1::M144T14_2::M144T14_3::M145T14_1::M145T14_2::M146T14::M147T14::M148T14::M149T14_1::M149T14_2::M149T14_3::M149T14_4::M150T14_1::M150T14_2::M151T14_1::M151T14_2::M152T14_1::M152T14_2::M152T14_3::M153T14_1::M153T14_2::M153T14_3::M154T14_1::M154T14_2::M155T14_1::M155T14_2::M155T14_3::M155T14_4::M155T14_5::M156T14_1::M156T14_2::M157T14_1::M157T14_2::M158T14_1::M158T14_2::M159T14_1::M159T14_2::M160T14::M161T14_1::M161T14_2::M162T14::M163T14_1::M163T14_2::M164T14_1::M164T14_2::M164T14_3::M165T14_1::M165T14_2::M166T14_1::M166T14_2::M166T14_3::M167T14_1::M167T14_2::M167T14_3::M168T14_1::M168T14_2::M169T14_1::M169T14_2::M169T14_3::M169T14_4::M169T14_5::M170T14_1::M170T14_2::M171T14_1::M171T14_2::M171T14_3::M174T14::M175T14::M176T14_1::M176T14_2::M177T14_1::M177T14_2::M178T14_1::M178T14_2::M178T14_3::M179T14_1::M179T14_2::M179T14_3::M180T14_1::M180T14_2::M180T14_3::M181T14_1::M181T14_2::M181T14_3::M181T14_4::M182T14_1::M182T14_2::M182T14_3::M183T14_1::M183T14_2::M184T14_1::M184T14_2::M184T14_3::M185T14_1::M185T14_2::M187T14::M188T14_1::M188T14_2::M189T14::M190T14_1::M190T14_2::M191T14_2::M191T14_3::M192T14_1::M192T14_2::M193T14_1::M193T14_2::M194T14_1::M194T14_2::M194T14_3::M195T14_1::M195T14_2::M196T14_1::M196T14_2::M196T13::M197T14_1::M197T14_2::M198T14::M198T13::M199T14::M201T14_2::M202T14_1
M237T14_1	237.134157698212	13.5894241333008	237.13	0.0	118.06299	3.91	C5H10O3::C5H10O3::C5H10O3	3-hydroxyisovaleric acid::2-hydroxy-3-methylbutyric acid::3-hydroxy-2-methylbutanoic acid	37084::60645::37051	[2M+H]+::[2M+H]+::[2M+H]+	MAM01392c::MAM03186c::MAM03189c	No match::No match::No match	625-08-1::4026-18-0::No match	HMDB0000754::HMDB0000407::No match	No match::No match::No match	LMFA01050396::No match::No match	No match::No match::No match	InChI=1S/C5H10O3/c1-5(2,8)3-4(6)7/h8H,3H2,1-2H3,(H,6,7)::InChI=1S/C5H10O3/c1-3(2)4(6)5(7)8/h3-4,6H,1-2H3,(H,7,8)::InChI=1S/C5H10O3/c1-3(4(2)6)5(7)8/h3-4,6H,1-2H3,(H,7,8)	380.0	M56T14::M58T14::M59T14::M68T14::M69T14::M70T14::M71T14::M72T14::M73T14::M74T14_1::M74T14_2::M75T14_1::M75T14_2::M82T14::M84T14_1::M84T14_2::M85T14::M86T14_1::M86T14_2::M86T14_3::M87T14_1::M87T14_2::M88T14::M89T14::M95T14::M96T14::M97T14::M98T14_1::M98T14_2::M99T14_1::M99T14_2::M237T14_2::M238T14_1::M238T14_2::M239T14::M242T14::M243T14_1::M243T14_2::M244T14::M245T14_1::M245T14_2::M246T14_1::M246T14_2::M247T14_1::M247T14_2::M248T14_1::M248T14_2::M249T14_2::M249T14_3::M249T14_4::M250T14::M251T14_1::M251T14_2::M254T14::M255T14_2::M256T14::M257T14_1::M257T14_2::M258T14_1::M258T14_2::M259T14_2::M259T14_3::M260T14_1::M260T14_2::M261T14::M261T13::M262T14::M263T14_1::M263T14_2::M264T14::M268T14::M269T14::M270T14::M271T14::M272T14_1::M272T14_2::M273T14::M273T13::M274T14_1::M274T14_2::M275T14_1::M275T14_2::M275T14_3::M276T14::M277T14::M277T13::M279T14::M283T14::M284T14::M285T14::M286T14_1::M286T14_2::M287T14_1::M287T14_2::M288T14::M288T13::M289T14::M290T14::M291T14::M297T14::M299T14::M300T14::M301T14::M302T14::M303T14::M311T14::M312T14::M313T14_1::M313T14_2::M317T14::M324T14::M325T14::M326T14::M327T14_1::M327T14_2::M329T14_1::M329T14_2::M338T14::M340T13::M381T15::M100T14_1::M100T14_2::M100T14_3::M101T14_1::M101T14_2::M102T14_1::M102T14_2::M103T14::M107T14::M108T14::M109T14::M110T14_1::M110T14_2::M111T14_1::M111T14_2::M112T14_1::M112T14_2::M113T14_1::M113T14_2::M113T14_3::M113T14_4::M114T14_1::M114T14_2::M114T14_3::M115T14_1::M115T14_2::M116T14_1::M116T14_2::M117T14_1::M119T14::M120T14::M121T14::M122T14::M123T14_1::M123T14_2::M124T14_1::M124T14_2::M125T14_2::M125T14_3::M125T14_4::M126T14_1::M126T14_2::M127T14_1::M127T14_2::M127T14_3::M128T14_1::M128T14_2::M128T14_3::M129T14::M130T14_1::M130T14_2::M130T14_3::M131T14_1::M131T14_2::M133T14::M134T14::M135T14_1::M135T14_2::M136T14::M137T14_1::M137T14_2::M137T14_3::M138T14_1::M138T14_2::M139T14_1::M139T14_2::M140T14_1::M140T14_2::M140T14_3::M141T14_1::M141T14_2::M141T14_3::M142T14_1::M142T14_2::M143T14_1::M143T14_2::M143T14_3::M143T14_4::M144T14_1::M144T14_2::M144T14_3::M145T14_1::M145T14_2::M146T14::M147T14::M148T14::M149T14_1::M149T14_2::M149T14_3::M149T14_4::M150T14_1::M150T14_2::M151T14_1::M151T14_2::M152T14_1::M152T14_2::M152T14_3::M153T14_1::M153T14_2::M153T14_3::M154T14_1::M154T14_2::M155T14_1::M155T14_2::M155T14_3::M155T14_4::M155T14_5::M156T14_1::M156T14_2::M157T14_1::M157T14_2::M158T14_1::M158T14_2::M159T14_1::M159T14_2::M160T14::M161T14_1::M161T14_2::M162T14::M163T14_1::M163T14_2::M164T14_1::M164T14_2::M164T14_3::M165T14_1::M165T14_2::M166T14_1::M166T14_2::M166T14_3::M167T14_1::M167T14_2::M167T14_3::M168T14_1::M168T14_2::M169T14_1::M169T14_2::M169T14_3::M169T14_4::M169T14_5::M170T14_1::M170T14_2::M171T14_1::M171T14_2::M171T14_3::M174T14::M175T14::M176T14_1::M176T14_2::M177T14_1::M177T14_2::M178T14_1::M178T14_2::M178T14_3::M179T14_1::M179T14_2::M179T14_3::M180T14_1::M180T14_2::M180T14_3::M181T14_1::M181T14_2::M181T14_3::M181T14_4::M182T14_1::M182T14_2::M182T14_3::M183T14_1::M183T14_2::M184T14_1::M184T14_2::M184T14_3::M185T14_1::M187T14::M188T14_1::M188T14_2::M189T14::M190T14_1::M190T14_2::M191T14_2::M191T14_3::M192T14_1::M192T14_2::M193T14_1::M193T14_2::M194T14_1::M194T14_2::M194T14_3::M195T14_1::M195T14_2::M196T14_1::M196T14_2::M196T13::M197T14_1::M197T14_2::M198T14::M198T13::M199T14::M201T14_2::M202T14_1::M202T14_2::M203T14::M204T14_1::M204T14_2::M205T14_1::M205T14_2::M206T14_1::M206T14_2::M207T14_1::M207T14_2::M207T14_3::M208T14_1::M208T14_2::M208T13::M209T14_1::M209T14_2::M210T14_1::M210T14_2::M211T14_1::M211T14_2::M212T14::M213T14::M214T14::M215T14::M216T14_1::M217T14_1::M217T14_2::M218T14_1::M218T14_2::M219T14_1::M219T14_2::M220T14_1::M220T14_2::M220T14_3::M221T14::M221T13::M222T14_1::M222T14_2::M222T13::M223T14_1::M223T14_2::M224T14_1::M224T14_2::M225T14::M228T14::M229T14_1::M229T14_2::M230T14::M231T14_1::M231T14_2::M232T14_1::M232T14_2::M232T14_3::M233T14_1::M233T14_2::M234T14_1::M234T14_2::M235T14_1::M235T14_2::M236T14_1::M236T14_2
M229T14_1	229.119154035925	13.8191194534302	229.12	0.0	211.08446	4.12	C10H13NO4::C10H13NO4	3-Methoxytyrosine::3-O-methyldopa	172453::82913	[M+NH4]+::[M+NH4]+	MAM00830c::MAM00830c	1607::No match	7636-26-2::300-48-1	HMDB0001434::HMDB0001434	No match::No match	No match::No match	No match::No match	InChI=1S/C10H13NO4/c1-15-9-5-6(2-3-8(9)12)4-7(11)10(13)14/h2-3,5,7,12H,4,11H2,1H3,(H,13,14)::InChI=1S/C10H13NO4/c1-15-9-5-6(2-3-8(9)12)4-7(11)10(13)14/h2-3,5,7,12H,4,11H2,1H3,(H,13,14)/t7-/m0/s1	379.0	M56T14::M58T14::M59T14::M68T14::M69T14::M70T14::M71T14::M72T14::M73T14::M74T14_1::M74T14_2::M75T14_1::M75T14_2::M82T14::M84T14_1::M84T14_2::M85T14::M86T14_1::M86T14_2::M86T14_3::M87T14_1::M87T14_2::M88T14::M89T14::M95T14::M96T14::M97T14::M98T14_1::M98T14_2::M99T14_1::M99T14_2::M229T14_2::M230T14::M231T14_1::M231T14_2::M232T14_1::M232T14_2::M232T14_3::M233T14_1::M233T14_2::M234T14_1::M234T14_2::M235T14_1::M235T14_2::M236T14_1::M236T14_2::M237T14_1::M237T14_2::M238T14_1::M238T14_2::M239T14::M242T14::M243T14_1::M243T14_2::M244T14::M245T14_1::M245T14_2::M246T14_1::M246T14_2::M247T14_1::M247T14_2::M248T14_1::M248T14_2::M249T14_2::M249T14_3::M249T14_4::M250T14::M251T14_1::M251T14_2::M254T14::M255T14_2::M256T14::M257T14_1::M257T14_2::M258T14_1::M258T14_2::M259T14_2::M259T14_3::M260T14_1::M260T14_2::M261T14::M261T13::M262T14::M263T14_1::M263T14_2::M264T14::M268T14::M269T14::M270T14::M271T14::M272T14_1::M272T14_2::M273T14::M273T13::M274T14_1::M274T14_2::M275T14_1::M275T14_2::M275T14_3::M276T14::M277T14::M277T13::M279T14::M283T14::M284T14::M285T14::M286T14_1::M286T14_2::M287T14_1::M287T14_2::M288T14::M288T13::M289T14::M290T14::M291T14::M297T14::M299T14::M300T14::M301T14::M302T14::M303T14::M311T14::M312T14::M313T14_1::M313T14_2::M324T14::M325T14::M326T14::M327T14_1::M327T14_2::M329T14_1::M329T14_2::M338T14::M340T13::M381T15::M100T14_1::M100T14_2::M100T14_3::M101T14_1::M101T14_2::M102T14_1::M102T14_2::M103T14::M107T14::M108T14::M109T14::M110T14_1::M110T14_2::M111T14_1::M111T14_2::M112T14_1::M112T14_2::M113T14_1::M113T14_2::M113T14_3::M113T14_4::M114T14_1::M114T14_2::M114T14_3::M115T14_1::M115T14_2::M116T14_1::M116T14_2::M117T14_1::M117T14_2::M119T14::M120T14::M121T14::M122T14::M123T14_1::M123T14_2::M124T14_1::M124T14_2::M125T14_2::M125T14_3::M125T14_4::M126T14_1::M126T14_2::M127T14_1::M127T14_2::M127T14_3::M128T14_1::M128T14_2::M128T14_3::M129T14::M130T14_1::M130T14_2::M130T14_3::M131T14_1::M131T14_2::M133T14::M134T14::M135T14_1::M135T14_2::M136T14::M137T14_1::M137T14_2::M137T14_3::M138T14_1::M138T14_2::M139T14_1::M139T14_2::M140T14_1::M140T14_2::M140T14_3::M141T14_1::M141T14_2::M141T14_3::M142T14_1::M142T14_2::M143T14_1::M143T14_2::M143T14_3::M143T14_4::M144T14_1::M144T14_2::M144T14_3::M145T14_1::M146T14::M147T14::M148T14::M149T14_1::M149T14_2::M149T14_3::M149T14_4::M150T14_1::M150T14_2::M151T14_1::M151T14_2::M152T14_1::M152T14_2::M152T14_3::M153T14_1::M153T14_2::M153T14_3::M154T14_1::M154T14_2::M155T14_1::M155T14_2::M155T14_3::M155T14_4::M155T14_5::M156T14_1::M156T14_2::M157T14_1::M157T14_2::M158T14_1::M158T14_2::M159T14_1::M160T14::M161T14_1::M161T14_2::M162T14::M163T14_1::M163T14_2::M164T14_1::M164T14_2::M164T14_3::M165T14_1::M165T14_2::M166T14_1::M166T14_2::M166T14_3::M167T14_1::M167T14_2::M167T14_3::M168T14_1::M168T14_2::M169T14_1::M169T14_2::M169T14_3::M169T14_4::M169T14_5::M170T14_1::M170T14_2::M171T14_1::M171T14_2::M171T14_3::M174T14::M175T14::M176T14_1::M176T14_2::M177T14_1::M177T14_2::M178T14_1::M178T14_2::M178T14_3::M179T14_1::M179T14_2::M179T14_3::M180T14_1::M180T14_2::M180T14_3::M181T14_1::M181T14_2::M181T14_3::M181T14_4::M182T14_1::M182T14_2::M182T14_3::M183T14_1::M183T14_2::M184T14_1::M184T14_2::M184T14_3::M185T14_1::M187T14::M188T14_1::M188T14_2::M189T14::M190T14_1::M190T14_2::M191T14_2::M191T14_3::M192T14_1::M192T14_2::M193T14_1::M193T14_2::M194T14_1::M194T14_2::M194T14_3::M195T14_1::M195T14_2::M196T14_1::M196T14_2::M196T13::M197T14_1::M197T14_2::M198T14::M198T13::M199T14::M201T14_2::M202T14_1::M202T14_2::M203T14::M204T14_1::M204T14_2::M205T14_1::M205T14_2::M206T14_1::M206T14_2::M207T14_1::M207T14_2::M207T14_3::M208T14_1::M208T14_2::M208T13::M209T14_1::M209T14_2::M210T14_1::M210T14_2::M211T14_1::M211T14_2::M212T14::M213T14::M214T14::M215T14::M216T14_1::M216T14_2::M217T14_1::M217T14_2::M218T14_1::M218T14_2::M219T14_1::M219T14_2::M220T14_1::M220T14_2::M220T14_3::M221T14::M221T13::M222T14_1::M222T14_2::M222T13::M223T14_1::M223T14_2::M224T14_1::M224T14_2::M225T14::M228T14
M208T14_1	208.117479224712	13.6516017913818	208.12	0.0	190.08412	-1.88	C8H14O5	3-hydroxysuberic acid	70766	[M+NH4]+	MAM03260c	No match	No match	HMDB0000325	No match	LMFA01170093	No match	InChI=1S/C8H14O5/c9-6(5-8(12)13)3-1-2-4-7(10)11/h6,9H,1-5H2,(H,10,11)(H,12,13)	379.0	M56T14::M58T14::M59T14::M68T14::M69T14::M70T14::M71T14::M72T14::M73T14::M74T14_1::M74T14_2::M75T14_1::M75T14_2::M82T14::M84T14_1::M84T14_2::M85T14::M86T14_1::M86T14_2::M86T14_3::M87T14_1::M87T14_2::M88T14::M89T14::M95T14::M96T14::M97T14::M98T14_1::M98T14_2::M99T14_1::M99T14_2::M208T14_2::M209T14_1::M209T14_2::M210T14_1::M210T14_2::M211T14_1::M211T14_2::M212T14::M213T14::M214T14::M215T14::M216T14_1::M217T14_1::M217T14_2::M218T14_1::M218T14_2::M219T14_1::M219T14_2::M220T14_1::M220T14_2::M220T14_3::M221T14::M221T13::M222T14_1::M222T14_2::M222T13::M223T14_1::M223T14_2::M224T14_1::M224T14_2::M225T14::M228T14::M229T14_1::M229T14_2::M230T14::M231T14_1::M231T14_2::M232T14_1::M232T14_2::M232T14_3::M233T14_1::M233T14_2::M234T14_1::M234T14_2::M235T14_1::M235T14_2::M236T14_1::M236T14_2::M237T14_1::M237T14_2::M238T14_1::M238T14_2::M239T14::M242T14::M243T14_1::M243T14_2::M244T14::M245T14_1::M245T14_2::M246T14_1::M246T14_2::M247T14_1::M247T14_2::M248T14_1::M248T14_2::M249T14_2::M249T14_3::M249T14_4::M250T14::M251T14_1::M251T14_2::M254T14::M255T14_2::M256T14::M257T14_1::M257T14_2::M258T14_1::M258T14_2::M259T14_2::M259T14_3::M260T14_1::M260T14_2::M261T14::M261T13::M262T14::M263T14_1::M263T14_2::M264T14::M268T14::M269T14::M270T14::M271T14::M272T14_1::M272T14_2::M273T14::M273T13::M274T14_1::M274T14_2::M275T14_1::M275T14_2::M275T14_3::M276T14::M277T14::M277T13::M279T14::M283T14::M284T14::M285T14::M286T14_1::M286T14_2::M287T14_1::M287T14_2::M288T14::M288T13::M289T14::M290T14::M291T14::M297T14::M299T14::M300T14::M301T14::M302T14::M303T14::M311T14::M312T14::M313T14_1::M313T14_2::M317T14::M324T14::M325T14::M326T14::M327T14_1::M327T14_2::M329T14_1::M329T14_2::M338T14::M340T13::M381T15::M100T14_1::M100T14_2::M100T14_3::M101T14_1::M101T14_2::M102T14_1::M102T14_2::M103T14::M107T14::M108T14::M109T14::M110T14_1::M110T14_2::M111T14_1::M111T14_2::M112T14_1::M112T14_2::M113T14_1::M113T14_2::M113T14_3::M113T14_4::M114T14_1::M114T14_2::M114T14_3::M115T14_1::M115T14_2::M116T14_1::M116T14_2::M117T14_1::M117T14_2::M119T14::M120T14::M121T14::M122T14::M123T14_1::M123T14_2::M124T14_1::M124T14_2::M125T14_2::M125T14_3::M125T14_4::M126T14_1::M126T14_2::M127T14_1::M127T14_2::M127T14_3::M128T14_1::M128T14_2::M128T14_3::M129T14::M130T14_1::M130T14_2::M130T14_3::M131T14_1::M131T14_2::M133T14::M134T14::M135T14_1::M135T14_2::M136T14::M137T14_1::M137T14_2::M137T14_3::M138T14_1::M138T14_2::M139T14_1::M139T14_2::M140T14_1::M140T14_2::M140T14_3::M141T14_1::M141T14_2::M141T14_3::M142T14_1::M142T14_2::M143T14_1::M143T14_2::M143T14_3::M143T14_4::M144T14_1::M144T14_2::M144T14_3::M145T14_1::M146T14::M147T14::M148T14::M149T14_1::M149T14_2::M149T14_3::M149T14_4::M150T14_1::M150T14_2::M151T14_1::M151T14_2::M152T14_1::M152T14_2::M152T14_3::M153T14_1::M153T14_2::M153T14_3::M154T14_1::M154T14_2::M155T14_1::M155T14_2::M155T14_3::M155T14_4::M155T14_5::M156T14_1::M156T14_2::M157T14_1::M157T14_2::M158T14_1::M158T14_2::M159T14_1::M160T14::M161T14_1::M161T14_2::M162T14::M163T14_1::M163T14_2::M164T14_1::M164T14_2::M164T14_3::M165T14_1::M165T14_2::M166T14_1::M166T14_2::M166T14_3::M167T14_1::M167T14_2::M167T14_3::M168T14_1::M168T14_2::M169T14_1::M169T14_2::M169T14_3::M169T14_4::M169T14_5::M170T14_1::M170T14_2::M171T14_1::M171T14_2::M171T14_3::M174T14::M175T14::M176T14_1::M176T14_2::M177T14_1::M177T14_2::M178T14_1::M178T14_2::M178T14_3::M179T14_1::M179T14_2::M179T14_3::M180T14_1::M180T14_2::M180T14_3::M181T14_1::M181T14_2::M181T14_3::M181T14_4::M182T14_1::M182T14_2::M182T14_3::M183T14_1::M183T14_2::M184T14_1::M184T14_2::M184T14_3::M185T14_1::M187T14::M188T14_1::M188T14_2::M189T14::M190T14_1::M190T14_2::M191T14_2::M191T14_3::M192T14_1::M192T14_2::M193T14_1::M193T14_2::M194T14_1::M194T14_2::M194T14_3::M195T14_1::M195T14_2::M196T14_1::M196T14_2::M196T13::M197T14_1::M197T14_2::M198T14::M198T13::M199T14::M201T14_2::M202T14_1::M202T14_2::M203T14::M204T14_1::M204T14_2::M205T14_1::M205T14_2::M206T14_1::M206T14_2::M207T14_1::M207T14_2::M207T14_3::M208T13
M196T14_1	196.107879961707	13.7446556091309	196.11	0.0	195.10078	-0.77	C9H13N3O2	alpha-[3-(Nitrosoamino)propyl]-3-pyridinemethanol	82575	[M+H]+	MAM01319c	No match	No match	HMDB0062443	C19581	No match	No match	InChI=1S/C9H13N3O2/c13-9(4-2-6-11-12-14)8-3-1-5-10-7-8/h1,3,5,7,9,13H,2,4,6H2,(H,11,14)	379.0	M56T14::M58T14::M59T14::M68T14::M69T14::M70T14::M71T14::M72T14::M73T14::M74T14_1::M74T14_2::M75T14_1::M75T14_2::M82T14::M84T14_1::M84T14_2::M85T14::M86T14_1::M86T14_2::M86T14_3::M87T14_1::M87T14_2::M88T14::M89T14::M95T14::M96T14::M97T14::M98T14_1::M98T14_2::M99T14_1::M99T14_2::M196T14_2::M197T14_1::M197T14_2::M198T14::M198T13::M199T14::M201T14_2::M202T14_1::M202T14_2::M203T14::M204T14_1::M204T14_2::M205T14_1::M205T14_2::M206T14_1::M206T14_2::M207T14_1::M207T14_2::M207T14_3::M208T14_1::M208T14_2::M208T13::M209T14_1::M209T14_2::M210T14_1::M210T14_2::M211T14_1::M211T14_2::M212T14::M213T14::M214T14::M215T14::M216T14_1::M217T14_1::M217T14_2::M218T14_1::M218T14_2::M219T14_1::M219T14_2::M220T14_1::M220T14_2::M220T14_3::M221T14::M221T13::M222T14_1::M222T14_2::M222T13::M223T14_1::M223T14_2::M224T14_1::M224T14_2::M225T14::M228T14::M229T14_1::M229T14_2::M230T14::M231T14_1::M231T14_2::M232T14_1::M232T14_2::M232T14_3::M233T14_1::M233T14_2::M234T14_1::M234T14_2::M235T14_1::M235T14_2::M236T14_1::M236T14_2::M237T14_1::M237T14_2::M238T14_1::M238T14_2::M239T14::M242T14::M243T14_1::M243T14_2::M244T14::M245T14_1::M245T14_2::M246T14_1::M246T14_2::M247T14_1::M247T14_2::M248T14_1::M248T14_2::M249T14_2::M249T14_3::M249T14_4::M250T14::M251T14_1::M251T14_2::M254T14::M255T14_2::M256T14::M257T14_1::M257T14_2::M258T14_1::M258T14_2::M259T14_2::M259T14_3::M260T14_1::M260T14_2::M261T14::M261T13::M262T14::M263T14_1::M263T14_2::M264T14::M268T14::M269T14::M270T14::M271T14::M272T14_1::M272T14_2::M273T14::M273T13::M274T14_1::M274T14_2::M275T14_1::M275T14_2::M275T14_3::M276T14::M277T14::M277T13::M279T14::M283T14::M284T14::M285T14::M286T14_1::M286T14_2::M287T14_1::M287T14_2::M288T14::M288T13::M289T14::M290T14::M291T14::M297T14::M299T14::M300T14::M301T14::M302T14::M303T14::M311T14::M312T14::M313T14_1::M313T14_2::M317T14::M324T14::M325T14::M326T14::M327T14_1::M327T14_2::M329T14_1::M329T14_2::M338T14::M340T13::M381T15::M100T14_1::M100T14_2::M100T14_3::M101T14_1::M101T14_2::M102T14_1::M102T14_2::M103T14::M107T14::M108T14::M109T14::M110T14_1::M110T14_2::M111T14_1::M111T14_2::M112T14_1::M112T14_2::M113T14_1::M113T14_2::M113T14_3::M113T14_4::M114T14_1::M114T14_2::M114T14_3::M115T14_1::M115T14_2::M116T14_1::M116T14_2::M117T14_1::M119T14::M120T14::M121T14::M122T14::M123T14_1::M123T14_2::M124T14_1::M124T14_2::M125T14_2::M125T14_3::M125T14_4::M126T14_1::M126T14_2::M127T14_1::M127T14_2::M127T14_3::M128T14_1::M128T14_2::M128T14_3::M129T14::M130T14_1::M130T14_2::M130T14_3::M131T14_1::M131T14_2::M133T14::M134T14::M135T14_1::M135T14_2::M136T14::M137T14_1::M137T14_2::M137T14_3::M138T14_1::M138T14_2::M139T14_1::M139T14_2::M140T14_1::M140T14_2::M140T14_3::M141T14_1::M141T14_2::M141T14_3::M142T14_1::M142T14_2::M143T14_1::M143T14_2::M143T14_3::M143T14_4::M144T14_1::M144T14_2::M144T14_3::M145T14_1::M146T14::M147T14::M148T14::M149T14_1::M149T14_2::M149T14_3::M149T14_4::M150T14_1::M150T14_2::M151T14_1::M151T14_2::M152T14_1::M152T14_2::M152T14_3::M153T14_1::M153T14_2::M153T14_3::M154T14_1::M154T14_2::M155T14_1::M155T14_2::M155T14_3::M155T14_4::M155T14_5::M156T14_1::M156T14_2::M157T14_1::M157T14_2::M158T14_1::M158T14_2::M159T14_1::M159T14_2::M160T14::M161T14_1::M161T14_2::M162T14::M163T14_1::M163T14_2::M164T14_1::M164T14_2::M164T14_3::M165T14_1::M165T14_2::M166T14_1::M166T14_2::M166T14_3::M167T14_1::M167T14_2::M167T14_3::M168T14_1::M168T14_2::M169T14_1::M169T14_2::M169T14_3::M169T14_4::M169T14_5::M170T14_1::M170T14_2::M171T14_1::M171T14_2::M171T14_3::M174T14::M175T14::M176T14_1::M176T14_2::M177T14_1::M177T14_2::M178T14_1::M178T14_2::M178T14_3::M179T14_1::M179T14_2::M179T14_3::M180T14_1::M180T14_2::M180T14_3::M181T14_1::M181T14_2::M181T14_3::M181T14_4::M182T14_1::M182T14_2::M182T14_3::M183T14_1::M183T14_2::M184T14_1::M184T14_2::M184T14_3::M185T14_1::M187T14::M188T14_1::M188T14_2::M189T14::M190T14_1::M190T14_2::M191T14_2::M191T14_3::M192T14_1::M192T14_2::M193T14_1::M193T14_2::M194T14_1::M194T14_2::M194T14_3::M195T14_1::M195T14_2::M196T13
