database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	sample_id	plasma_crp_01	plasma_crp_02	plasma_crp_03	plasma_crp_04	plasma_crp_06	plasma_crp_07	plasma_crp_10	plasma_crp_11	plasma_crp_12	plasma_crp_13	plasma_crp_14	plasma_crp_15	plasma_crp_16	plasma_crp_17	plasma_crp_18	plasma_crp_19	plasma_crp_22	plasma_crp_24	plasma_crp_27	plasma_crp_30	plasma_crp_32	plasma_crp_35	plasma_crp_36	plasma_crp_37	plasma_crp_40	plasma_crp_41	plasma_crp_42	plasma_crp_43	plasma_crp_44	plasma_crp_47	plasma_crp_48	plasma_crp_49	plasma_crp_50	plasma_crp_54	plasma_crp_55	plasma_crp_56_repeat	plasma_crp_57	plasma_crp_59	plasma_crp_60	plasma_crp_61	plasma_crp_64	plasma_crp_65_repeat	plasma_crp_67	plasma_crp_68_repeat	plasma_crp_69	plasma_crp_70	plasma_crp_78	plasma_crp_82	plasma_crp_83	plasma_ssa_031	plasma_ssa_032	plasma_ssa_033	plasma_ssa_034	plasma_ssa_035	plasma_ssa_036	plasma_ssa_037	plasma_ssa_038	plasma_ssa_039	plasma_ssa_040	plasma_ssa_041	plasma_ssa_042	plasma_ssa_043	plasma_ssa_044	plasma_ssa_045	plasma_ssa_046	plasma_ssa_047	plasma_ssa_048	plasma_ssa_049	plasma_ssa_050	plasma_ssa_051	plasma_ssa_052	plasma_ssa_053	plasma_ssa_054	plasma_ssa_055	plasma_ssa_056	plasma_ssa_057	plasma_ssa_058	plasma_ssa_059	plasma_ssa_060	plasma_ssa_061	plasma_ssa_062	plasma_ssa_063	plasma_ssa_064	plasma_ssa_065	plasma_ssa_066	plasma_ssa_067	plasma_ssa_068	plasma_ssa_069	plasma_ssa_070	plasma_ssa_071	plasma_ssa_072	plasma_ssa_073	plasma_ssa_074	plasma_ssa_075	plasma_ssa_076	plasma_ssa_077	plasma_ssa_078	plasma_ssa_079	plasma_ssa_081	plasma_ssa_082	plasma_ssa_083	plasma_ssa_084	plasma_ssa_085	plasma_ssa_086	plasma_ssa_087	plasma_ssa_088	plasma_ssa_089	plasma_ssa_091	plasma_ssa_175repeat	plasma_ssa_176repeat	plasma_ssa_177	plasma_ssa_179	plasma_ssa_180	plasma_ssa_195	plasma_ssa_196	plasma_ssa_197	plasma_ssa_198	plasma_ssa_199	plasma_ssa_202	plasma_ssa_205	plasma_ssa_206	plasma_ssa_210	plasma_ssa_214	plasma_ssa_219	plasma_ssa_220	plasma_ssa_221	plasma_ssa_245	plasma_ssa_252	plasma_ssa_254	plasma_ssa_259	plasma_crp_76	plasma_ssa_001	plasma_ssa_002	plasma_ssa_003	plasma_ssa_004	plasma_ssa_005	plasma_ssa_006	plasma_ssa_007	plasma_ssa_008	plasma_ssa_009	plasma_ssa_010	plasma_ssa_011	plasma_ssa_012	plasma_ssa_013	plasma_ssa_014	plasma_ssa_015	plasma_ssa_016	plasma_ssa_017	plasma_ssa_018	plasma_ssa_019	plasma_ssa_020	plasma_ssa_021	plasma_ssa_022	plasma_ssa_023	plasma_ssa_024	plasma_ssa_025	plasma_ssa_026	plasma_ssa_027	plasma_ssa_028	plasma_ssa_029	plasma_ssa_030	plasma_ssa_094	plasma_ssa_098	plasma_ssa_100	plasma_ssa_104	plasma_ssa_110	plasma_ssa_111	plasma_ssa_113	plasma_ssa_118	plasma_ssa_122	plasma_ssa_123	plasma_ssa_127	plasma_ssa_130	plasma_ssa_132	plasma_ssa_133	plasma_ssa_134	plasma_ssa_135	plasma_ssa_136	plasma_ssa_139	plasma_ssa_145	plasma_ssa_154	plasma_ssa_157	plasma_ssa_159	plasma_ssa_163	plasma_ssa_182	plasma_ssa_184	plasma_ssa_185	plasma_ssa_186	plasma_ssa_188	plasma_ssa_189	plasma_ssa_192	plasma_ssa_225	plasma_ssa_226	plasma_ssa_227	plasma_ssa_228	plasma_ssa_229	plasma_ssa_231	plasma_ssa_232	plasma_ssa_239	plasma_ssa_247
																					label	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
CHEBI:27891	C3H7NO5S2	N[C@@H](CSS(O)(=O)=O)C(O)=O	InChI=1S/C3H7NO5S2/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H,7,8,9)/t2-/m0/s1	Sulfocysteine																		3.491481568	5.191624442	6.011403994	7.544113141	4.803332752	1.371736829	8.736437939	3.683391037	3.785866747	4.164111107	4.097015413	3.32650713	1.523442772	3.339227316	16.55184399	8.509015977	7.01806217	0.919716774	4.175522576	3.383632379	3.650325557	5.333483178	3.900262238	1.63825651	3.066393939	2.351872017	3.399576505	3.253542207	7.41362595	4.147256484	3.0592163	4.285428548	9.686031491	3.582251484	1.640606771	0.852741957	3.588839209	2.670653207	5.12578863	5.144617223	3.292764002	1.991165876	1.078050436	1.102189304	6.654667218	9.263826653	6.170072376	1.965847643	6.170072376	1.864603481	3.082676522	3.179397441	4.325182266	4.414707697	3.362503555	3.450987646	3.686989889	3.246717416	3.141874201	3.559217549	2.93512158	2.822022755	4.278282242	2.004220128	2.291827565	3.080970404	3.87066894	3.375868221	2.156872321	2.439114513	2.735531544	2.251035866	3.259403089	11.62508062	1.53833689	2.618617732	1.53833689	2.618617732	5.017677995	2.630020651	4.140510874	3.209132023	2.810086893	2.806521008	2.720388261	0.952739413	0.689320475	3.147379904	3.059786675	4.141241691	1.434824616	3.017821366	3.079305323	1.961998989	2.766174496	2.362990844	3.617035091	3.160830796	4.179356279	6.489140655	2.478685756	1.321649579	1.765981619	10.63634477	3.469871929	2.914842786	6.595298351	1.579635176	0.995109198	1.158327645	0.382338783	0.460179069	0.864467329	4.229664871	4.584416284	2.604560335	4.432292278	5.861493584	7.127921351	6.854481429	4.052627385	4.795919004	3.468278925	5.738576663	7.197052675	4.011643111	3.545198475	6.866169692	3.371264593	4.638108358	6.865947904	4.249974725	3.198740469	7.552338826	11.2425527	7.086305381	7.671653704	7.927054845	4.222416585	4.842403946	10.99986275	4.92386325	6.585644897	8.055678147	7.038371134	2.574348517	8.86895786	7.570953543	9.778503878	10.15685187	8.582750854	4.997899221	12.75055346	7.366532018	8.018506647	11.47973957	10.61986353	5.479102329	13.52443299	5.850704579	4.505457746	6.872797925	7.326009413	6.779023925	1.946514104	1.144184655	5.557925293	4.91952497	1.698791388	0.881869604	3.934600894	5.372447865	3.492342067	4.541258862	4.408665993	4.485481825	3.040301232	3.738571954	4.57529803	4.093130931	6.099592675	4.369914993	5.483427284	4.01460118	4.980237339	4.837836685	4.136176821	1.823561223	2.155430482	3.230816913	7.29240987	5.423712431	5.905221853	12.42497423	8.634068327	12.79609194	5.889131933	7.354646911	3.115463429	3.115070468
CHEBI:194544	C3H7NO5S2	S(O)(=O)(=O)N[C@@H](CS)C(O)=O	InChI=1S/C3H7NO5S2/c5-3(6)2(1-10)4-11(7,8)9/h2,4,10H,1H2,(H,5,6)(H,7,8,9)/t2-/m0/s1	Sulfocysteine																		3.491481568	5.191624442	6.011403994	7.544113141	4.803332752	1.371736829	8.736437939	3.683391037	3.785866747	4.164111107	4.097015413	3.32650713	1.523442772	3.339227316	16.55184399	8.509015977	7.01806217	0.919716774	4.175522576	3.383632379	3.650325557	5.333483178	3.900262238	1.63825651	3.066393939	2.351872017	3.399576505	3.253542207	7.41362595	4.147256484	3.0592163	4.285428548	9.686031491	3.582251484	1.640606771	0.852741957	3.588839209	2.670653207	5.12578863	5.144617223	3.292764002	1.991165876	1.078050436	1.102189304	6.654667218	9.263826653	6.170072376	1.965847643	6.170072376	1.864603481	3.082676522	3.179397441	4.325182266	4.414707697	3.362503555	3.450987646	3.686989889	3.246717416	3.141874201	3.559217549	2.93512158	2.822022755	4.278282242	2.004220128	2.291827565	3.080970404	3.87066894	3.375868221	2.156872321	2.439114513	2.735531544	2.251035866	3.259403089	11.62508062	1.53833689	2.618617732	1.53833689	2.618617732	5.017677995	2.630020651	4.140510874	3.209132023	2.810086893	2.806521008	2.720388261	0.952739413	0.689320475	3.147379904	3.059786675	4.141241691	1.434824616	3.017821366	3.079305323	1.961998989	2.766174496	2.362990844	3.617035091	3.160830796	4.179356279	6.489140655	2.478685756	1.321649579	1.765981619	10.63634477	3.469871929	2.914842786	6.595298351	1.579635176	0.995109198	1.158327645	0.382338783	0.460179069	0.864467329	4.229664871	4.584416284	2.604560335	4.432292278	5.861493584	7.127921351	6.854481429	4.052627385	4.795919004	3.468278925	5.738576663	7.197052675	4.011643111	3.545198475	6.866169692	3.371264593	4.638108358	6.865947904	4.249974725	3.198740469	7.552338826	11.2425527	7.086305381	7.671653704	7.927054845	4.222416585	4.842403946	10.99986275	4.92386325	6.585644897	8.055678147	7.038371134	2.574348517	8.86895786	7.570953543	9.778503878	10.15685187	8.582750854	4.997899221	12.75055346	7.366532018	8.018506647	11.47973957	10.61986353	5.479102329	13.52443299	5.850704579	4.505457746	6.872797925	7.326009413	6.779023925	1.946514104	1.144184655	5.557925293	4.91952497	1.698791388	0.881869604	3.934600894	5.372447865	3.492342067	4.541258862	4.408665993	4.485481825	3.040301232	3.738571954	4.57529803	4.093130931	6.099592675	4.369914993	5.483427284	4.01460118	4.980237339	4.837836685	4.136176821	1.823561223	2.155430482	3.230816913	7.29240987	5.423712431	5.905221853	12.42497423	8.634068327	12.79609194	5.889131933	7.354646911	3.115463429	3.115070468
CHEBI:15891	C2H7NO3S	C(CS(O)(=O)=O)N	InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)	Taurine																		203.5997903	52.83218118	77.65459239	141.3713576	221.8595005	246.8212375	528.8334497	219.4364029	141.5394157	79.86847103	291.4856553	526.5972059	61.70787042	442.1850897	312.4155032	178.2505954	184.4756931	267.7095306	452.390093	141.0251162	260.5405434	347.8043324	95.66454753	329.896414	239.4427143	67.16517845	242.5409627	52.37356895	203.0963247	292.6744418	34.9106286	91.94900156	285.2929435	217.1921142	123.5958954	142.1799489	479.4177673	55.81286461	216.0832631	114.2790699	45.35354228	126.2942266	206.2918402	188.7051375	44.54913798	223.6360458	237.2106487	105.9351826	237.2106487	84.92417956	77.11148555	75.06832962	68.95492503	88.97228473	110.0447074	167.902163	131.3691385	152.1381287	306.4436229	82.79064255	120.350139	236.8469926	120.8341085	69.42550701	91.48601405	116.2123102	276.0744918	71.71969405	28.54830368	51.75485561	53.38285211	40.87244492	25.46879317	250.999121	64.36312285	42.12126757	64.36312285	42.12126757	24.95881172	68.41721492	42.47682693	27.81806468	25.69283463	44.2141689	115.9027828	28.7614806	29.53497649	69.28465542	39.01791459	23.9634089	33.6652244	38.66515098	31.65126049	9.345829582	15.51438163	57.06888375	25.67793864	104.7801377	53.26520146	55.35966517	36.62159354	36.09056379	58.83480592	197.2771076	89.80891439	49.36933378	30.19797725	57.16787781	61.61008699	30.74501278	26.75338488	30.47745313	32.43645913	110.0297843	94.64593476	258.1041304	56.64259686	106.9884919	29.72087139	172.7092099	113.7385292	88.18035198	131.5493697	97.39948969	49.22455901	204.6201968	154.2610683	143.6502203	160.7512939	146.6417307	40.35472885	105.2974522	214.4299662	199.067849	226.720176	293.1854892	173.0914634	145.44867	382.3209606	116.1124876	334.8941219	187.9530305	132.4809619	112.598274	87.32856956	34.35812171	179.0377706	164.9140759	159.6760025	255.805072	171.2851143	163.6417198	148.1867488	84.9944567	103.5534192	128.9848843	129.8285196	104.0964329	162.8061706	171.6461426	132.8536994	44.58598777	190.3328694	75.887988	107.7604421	141.8650585	171.806811	61.79662906	103.5840189	8.508817337	177.551072	393.971289	114.9587277	157.7794272	157.6262969	95.53754889	118.6042047	77.34287582	294.3946772	353.0216531	126.1301496	188.548693	233.2405819	78.23373341	187.0575007	119.375295	115.8683141	80.13424557	162.8216748	107.7749913	138.6278365	77.4233221	100.0356944	130.1259755	66.41955241	108.8092232	67.29457132	57.22298127	56.04102232	177.707979
CHEBI:18183	C5H7NO3	OC(=O)[C@@H]1CCC(=O)N1	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1	Pyroglutamic Acid																		192710.4624	243181.8471	375235.0718	230537.3596	641169.4088	369329.5247	558522.2136	388641.0202	172785.0554	420451.8654	269380.8321	268396.1637	476329.3946	232980.5621	586128.9756	397768.4939	372151.7354	757224.5814	145838.3096	270908.3424	177249.684	153723.4754	226821.5432	383089.6116	169708.9787	87702.84641	234639.6211	132946.0113	312005.4786	153966.3188	330099.6965	239479.1203	299364.9177	270967.101	258667.8277	251758.1009	95575.26101	59826.12384	166963.6376	239375.4754	111637.1742	120588.2135	146020.9897	100834.2167	100160.4981	225047.3429	169207.618	285201.7653	169207.618	293636.3491	263254.4171	140618.1289	166477.3135	190427.873	199547.4022	273751.5005	201818.3603	311363.9777	211685.6675	193037.3511	243757.1665	241937.3943	198358.0903	161195.0648	277659.1093	200055.4782	240005.2835	125190.2924	112619.9635	149739.1619	161552.8723	180426.3321	218504.4626	509333.8494	205245.6618	166205.4059	205245.6618	166205.4059	156486.1982	113007.0988	166002.3805	211352.7504	190278.57	134829.4632	118125.7628	165455.1499	185947.9624	135866.6566	234558.8245	160494.6983	162521.5682	1098278.661	179664.2786	92684.33557	173935.2748	180430.6598	143850.9393	196468.2535	222260.5323	119105.3294	151327.183	154191.4221	133928.1577	542504.4007	162769.3146	144680.902	130622.3579	142929.5332	64090.14461	60727.56627	47310.05404	33952.5991	35491.77893	124479.5189	145340.8706	127796.6515	153959.5224	104681.1227	108586.0152	116046.7939	130647.5875	119691.2014	142415.2702	95814.89495	73522.17224	134400.703	105987.9013	87486.63648	82569.46837	95683.10851	440714.1876	746451.768	750031.1674	900954.388	824685.8003	685343.3715	652491.0793	716989.873	931183.3249	438452.7431	546323.0352	487111.8426	498511.4871	647813.3408	510683.0786	89994.31609	537318.2738	332284.5684	480183.147	377683.6351	498591.2247	522704.4059	368708.9932	419961.1522	345638.7061	255186.014	418714.7482	349985.6007	356199.3469	402659.2182	398543.9199	194883.7134	115702.7057	134444.2076	177414.5755	96793.76361	81332.4825	89654.32915	88499.74389	522.7900745	104687.1964	150309.532	119415.0672	188544.7097	82432.13311	201123.9502	159082.0573	222356.7525	167465.6483	151988.3642	108458.0888	122391.6099	162089.3693	279025.5115	186951.1038	96524.13329	89187.87688	211954.0849	131615.8723	85359.45543	136546.6532	154470.4378	199021.8728	242575.8309	216300.7873	338436.7817	163441.1237	273973.8931	179417.0377	117023.4213
CHEBI:22660	C4H7NO4	NC(CC(O)=O)C(O)=O	InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)	Aspartic Acid																		98.92387032	27.06125498	55.41088498	64.64033817	86.71798533	50.52600104	208.7395333	82.78672571	39.58722532	79.45683012	52.91624605	71.45127255	13.43581994	92.20237055	92.0783785	62.79460813	22.4819928	31.1002012	109.5233934	18.76844835	59.84320922	55.64723487	27.70287907	70.21647395	58.28953461	59.5969392	56.03303603	11.17487592	102.510295	63.68273971	17.59579023	15.22018242	86.43237402	51.65236636	46.83422986	50.98556193	79.18872398	7.767110859	36.24045505	43.06652343	6.574866117	25.9755347	36.88725282	28.44783302	30.94853559	56.09703841	59.01093323	30.75124392	59.01093323	5.394681667	6.942758286	4.65607817	4.921234078	5.91414862	6.899378142	8.207756893	9.067915397	8.897509264	13.04259497	6.039121704	8.147953267	9.745747304	5.772476071	4.755674737	9.206551065	8.144783619	10.96547131	3.983162336	5.278735606	3.268926853	5.219536089	4.030607752	8.052747227	31.31615677	9.384338199	8.42707009	9.384338199	8.42707009	10.63517072	8.949293989	6.030877671	7.939499278	7.896388762	6.451410294	5.133458033	10.8897615	13.95414057	7.024133368	5.724361974	6.069540502	8.070587222	8.757999215	7.78457066	4.291924283	8.155178536	7.227482542	4.667979904	5.181265119	10.0829829	8.572840355	6.26725336	9.424402559	5.992814078	25.10062443	17.59006216	7.342802742	5.938970726	8.563592349	3.74563331	3.901801425	3.305016253	2.501979439	1.632852505	22.53902607	16.70383189	45.17734484	10.27373147	11.2846909	4.173720851	15.8549129	8.768651365	14.46234167	19.45915083	8.804685134	6.731650339	15.24558714	13.93889952	13.6981761	11.33518342	12.15396487	20.62527865	20.58239289	26.38596478	28.92866418	16.68312315	16.7067034	17.02235182	14.32388288	25.90420615	10.92268657	21.2571512	11.88440047	16.70951088	17.13168446	10.46620239	2.447507807	19.47191066	9.607140811	18.46984105	10.38325082	9.660916141	11.13989957	10.23157093	9.994101484	14.80487231	14.43553023	12.58506382	13.74521864	10.49681215	13.31321127	10.88342075	7.692451169	13.9712459	10.59925627	14.2036878	13.96274706	11.39093664	15.45122499	15.74915543	1.538956567	17.34840186	42.20156913	14.86253111	21.61855353	21.86322856	17.76165203	12.62523109	13.42059647	19.14004912	41.69428353	18.74021002	26.54834961	33.82678533	15.10215936	17.75624337	15.22904711	10.96810836	15.0167028	13.21302051	12.18911757	16.0600096	10.48142845	9.065960456	10.23666883	14.15028428	10.65112802	13.1377549	13.48581476	10.60261726	15.94638252
CHEBI:24741	C5H9NO3			Hydroxyproline																		51.3617553	12.23106646	62.16676999	12.48596903	23.57217899	143.87287	19.68070366	23.01531909	23.03295849	43.17601335	20.70350065	18.78816697	77.11330531	240.8724217	103.8491284	10.2793375	63.93574516	47.3059709	17.11148336	57.84235606	14.46192901	10.27154682	19.42127843	215.9045336	8.682202794	140.9728667	20.80199591	6.455441894	25.22505885	43.53339585	6.165797934	8.379866461	98.376779	12.38932604	11.26651698	6.557584868	15.75361769	8.366858721	14.37078393	67.6556905	8.182287459	3.736050936	10.69223479	5.325899698	10.89660614	93.21472366	8.170347249	32.55058323	8.170347249	9.355031249	17.30061744	10.70883721	14.82555109	15.03338565	17.27068767	16.87660186	15.83997934	20.83432392	19.04407926	11.74425979	8.431233673	11.26047866	10.56063298	6.763722091	13.55801919	8.361421076	25.18471882	10.80005658	8.436684113	10.74096192	23.34729055	7.536419002	10.50435981	92.88606075	33.43485779	23.11181483	33.43485779	23.11181483	17.84840534	16.21511612	6.785576687	7.183552963	13.78773822	18.24549328	5.994902326	18.21357275	8.002917323	25.82766477	7.488930643	9.976943354	15.43297501	13.02840114	30.54309093	4.998639523	16.90853555	13.81304686	6.767199246	11.5630528	8.225869882	9.737268754	18.11623227	20.86580305	13.1146289	50.38728747	16.87568863	27.31625393	6.491702135	26.48908081	43.85802137	20.47338687	12.89747031	12.7986763	5.439509861	13.28445223	22.97348316	31.85141066	13.80503738	8.617606072	8.384223384	35.00943608	13.16373203	7.589782447	26.4080757	5.017431123	25.02662088	24.14625523	11.29542401	9.568697739	27.87283969	5.365333293	5.633334748	9.763582691	4.428079885	5.251058162	15.57900491	30.90754671	12.83745529	15.41989569	7.242429943	7.134000216	7.696269025	6.253866654	7.045895232	3.747797581	2.922588825	1.199177366	7.198634162	13.22292903	3.781549472	8.316953823	5.36927264	16.68297736	4.037824415	4.310331746	12.77674497	26.95787745	5.975058509	6.334956338	4.536310759	5.917910885	2.903402509	12.85979307	25.32932614	32.11155321	28.27059706	14.14123046	4.314010356	61.77875438	7.294695199	0.441654186	29.89799154	22.4688837	5.245044938	17.10935885	5.612440814	21.1527459	5.167431406	8.50199606	4.146437201	15.87477926	22.85844169	5.233867883	4.37619079	4.191448606	5.338326069	4.561207369	8.89109522	9.485109816	8.173901198	9.680732174	8.2865125	7.349615292	12.85800509	15.54333723	12.05719555	10.05133899	20.13498408	7.886438131	9.064087754	11.87080007
CHEBI:22653	C4H8N2O3	NC(CC(N)=O)C(O)=O	InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)	Asparagine																		65.15637476	79.31447733	115.2677206	23.04809993	65.66590717	73.55781472	106.6732946	59.67558083	56.31145218	93.2062083	110.3569697	74.66984394	70.92960675	143.0958255	104.7584106	79.07029659	46.12374942	53.95426613	39.43028789	42.36588394	77.78627382	86.59815402	51.31292826	142.8047013	1.724340965	49.65832936	63.44901749	31.21612939	66.44919457	47.41257933	27.33679012	33.5706983	68.7254121	79.56949647	44.81436578	42.47214646	42.50200168	26.49471644	47.92907971	58.19086031	27.81654121	34.84934617	49.90180652	37.64567182	69.97625673	57.02024283	58.35045173	57.6779752	58.35045173	55.54378711	52.44749197	48.82531186	96.84544941	90.73073554	64.23964659	70.34533142	51.85764862	91.0765589	68.43627457	58.11747083	69.21572632	59.75711871	56.86837952	73.82784395	138.4040832	66.45116847	76.41846923	52.30996665	51.53428417	56.90965324	72.73731149	94.55392583	45.42977319	205.407932	46.61191127	66.27716098	46.61191127	66.27716098	66.10818575	40.73014329	23.84375903	51.14553824	57.25072769	59.34667908	25.60229948	53.61926463	29.81510617	41.79126996	38.81028326	42.77196462	62.8062597	24.26284391	45.27845545	30.94265226	37.66707829	39.07306446	41.46265341	30.79892437	38.03511303	49.00573652	46.7251527	35.72056859	34.29923524	97.2526501	61.96603681	33.95827497	32.29331721	30.0019349	53.84236448	48.9573447	33.17471918	18.72069763	19.35731216	38.50247638	50.41561224	84.67973713	36.85728733	27.30559144	37.47128986	46.08096865	52.43882251	48.42844951	61.30859591	33.91960719	34.42231287	53.58649958	43.19863627	24.38535438	51.05452392	43.59932914	28.53736477	45.13381885	36.37300795	70.00450196	47.3395373	48.71626575	56.50614549	37.43161026	39.38959769	39.19600455	52.23220793	42.40719106	47.51292133	40.54144884	38.54219288	8.173420121	27.60703662	44.82716363	43.78367462	45.80468818	52.11522933	43.88753464	30.30064064	51.20604266	49.15457488	45.21851212	32.78610714	54.04503328	60.49593664	42.43417341	27.60957243	39.9055475	101.9083353	66.56188573	79.65806168	39.48324706	28.23368838	38.9639043	52.66195696	5.628885157	52.11573742	64.41311964	40.91669571	58.98013895	49.4618722	54.60011769	28.91274149	73.51912301	59.80800576	61.61183252	47.80773847	36.50133619	47.53255609	34.65475804	50.02927192	28.38219628	49.82126302	44.35724938	50.56687981	30.20994469	62.66884425	34.32651733	56.82797405	51.71042727	75.00936914	47.0985944	59.9763855	39.55344921	38.20420877	57.72661591
CHEBI:17822	C3H7NO3	NC(CO)C(O)=O	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)	Serine																		357.2338205	216.6497193	306.4579873	242.7136212	265.9956055	213.5628771	527.4248028	280.1878097	233.0576238	301.9695836	357.0114918	209.7590774	170.6238106	459.9737492	276.240976	299.9839569	118.623707	264.7222742	253.3518268	118.6292248	231.1057449	284.5636916	195.9432028	273.38071	133.0762762	221.6641795	341.0409764	94.15990223	405.9215927	354.7724543	139.9097486	142.991606	350.7101181	279.9644368	173.5150074	203.4226619	243.0732909	85.86154623	269.4494208	185.6884997	73.00114133	92.49103524	146.2019819	111.7000659	202.5711266	258.1069817	377.9853635	146.0375256	377.9853635	101.5260143	94.48701725	76.58599542	240.6777591	186.7670205	121.6425811	150.8596145	82.39387625	106.2682347	106.2214751	110.0201166	150.0253177	123.8675727	122.9055323	141.9279236	234.0340863	140.3706404	132.113818	127.1859836	113.8409403	96.35537083	136.114369	159.950643	79.83044095	382.1987134	87.15727349	111.5156343	87.15727349	111.5156343	128.4454341	88.73958689	67.05068616	110.309135	117.260424	117.9237482	48.60913021	102.4236312	81.89451981	108.5909086	88.05154541	80.77888989	129.2094432	55.51917121	70.71239848	96.15755397	156.6103288	99.65554538	68.05214134	74.59902274	70.01765376	101.496579	128.6416427	82.22511855	67.7354293	277.0605261	81.33408261	99.97451422	71.57997355	69.11499043	74.55785794	98.52194864	86.02225126	105.871147	23.07680528	117.65083	103.9513252	192.3346415	61.78558443	83.71321726	177.3879853	125.549379	90.71158565	144.7760186	94.25102566	65.90174409	69.77575194	158.1087631	103.3349799	89.33618989	133.664481	93.99835309	141.4471436	105.2020601	106.3695129	166.3749621	92.25190044	93.73844818	131.3141265	111.3088154	116.5682073	96.60099415	109.5126488	94.49303871	124.3407195	73.81429776	69.34370374	25.33715872	85.57421366	100.8360837	139.1256679	76.31104945	96.93796486	91.01761573	70.32434226	130.1153138	108.9699326	89.51680175	98.35698751	85.96796951	98.85989992	90.2912481	101.9721353	69.95602857	127.7571683	196.2692793	150.1114297	83.70579088	67.0747463	117.8204664	79.95669934	5.364224012	174.7594935	176.1957737	98.03595447	152.1394541	103.2014352	134.7024084	81.79656867	150.9896331	120.4633399	163.2541862	112.9068261	120.8190476	186.4542055	78.84858745	110.0182762	83.2890328	93.22956382	90.56085261	161.2690121	73.61927496	136.8707064	68.14734266	119.5597967	84.25762504	120.841392	221.7244569	118.1420786	79.04781587	99.21379935	160.7563705
