database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20P02830216_CSHC18_NEG	20P02830217_CSHC18_NEG	20P02830215_CSHC18_NEG	20P02830224_CSHC18_NEG	20P02830213_CSHC18_NEG	20P02830210_CSHC18_NEG	20P02830211_CSHC18_NEG	20P02830218_CSHC18_NEG	20P02830219_CSHC18_NEG	20P02830133_CSHC18_NEG	20P02830132_CSHC18_NEG	20P02830131_CSHC18_NEG	20P02830130_CSHC18_NEG	20P02830136_CSHC18_NEG	20P02830135_CSHC18_NEG	20P02830134_CSHC18_NEG	20P02830139_CSHC18_NEG	20P02830138_CSHC18_NEG	20P02830024_CSHC18_NEG	20P02830320_CSHC18_NEG	20P02830026_CSHC18_NEG	20P02830027_CSHC18_NEG	20P02830021_CSHC18_NEG	20P02830023_CSHC18_NEG	20P02830028_CSHC18_NEG	20P02830286_CSHC18_NEG	20P02830096_CSHC18_NEG	20P02830227_CSHC18_NEG	20P02830120_CSHC18_NEG	20P02830121_CSHC18_NEG	20P02830122_CSHC18_NEG	20P02830123_CSHC18_NEG	20P02830124_CSHC18_NEG	20P02830264_CSHC18_NEG	20P02830126_CSHC18_NEG	20P02830127_CSHC18_NEG	20P02830128_CSHC18_NEG	20P02830129_CSHC18_NEG	20P02830266_CSHC18_NEG	20P02830059_CSHC18_NEG	20P02830058_CSHC18_NEG	20P02830057_CSHC18_NEG	20P02830051_CSHC18_NEG	20P02830053_CSHC18_NEG	20P02830052_CSHC18_NEG	20P02830295_CSHC18_NEG	20P02830293_CSHC18_NEG	20P02830288_CSHC18_NEG	20P02830317_CSHC18_NEG	20P02830199_CSHC18_NEG	20P02830198_CSHC18_NEG	20P02830195_CSHC18_NEG	20P02830194_CSHC18_NEG	20P02830196_CSHC18_NEG	20P02830315_CSHC18_NEG	20P02830190_CSHC18_NEG	20P02830193_CSHC18_NEG	20P02830192_CSHC18_NEG	20P02830115_CSHC18_NEG	20P02830114_CSHC18_NEG	20P02830116_CSHC18_NEG	20P02830110_CSHC18_NEG	20P02830274_CSHC18_NEG	20P02830176_CSHC18_NEG	20P02830082_CSHC18_NEG	20P02830205_CSHC18_NEG	20P02830080_CSHC18_NEG	20P02830084_CSHC18_NEG	20P02830310_CSHC18_NEG	20P02830306_CSHC18_NEG	20P02830307_CSHC18_NEG	20P02830298_CSHC18_NEG	20P02830299_CSHC18_NEG	20P02830303_CSHC18_NEG	20P02830305_CSHC18_NEG	20P02830240_CSHC18_NEG	20P02830100_CSHC18_NEG	20P02830105_CSHC18_NEG	20P02830038_CSHC18_NEG	20P02830032_CSHC18_NEG	20P02830031_CSHC18_NEG	20P02830030_CSHC18_NEG	20P02830037_CSHC18_NEG	20P02830269_CSHC18_NEG	20P02830328_CSHC18_NEG	20P02830060_CSHC18_NEG	20P02830063_CSHC18_NEG	20P02830064_CSHC18_NEG	20P02830179_CSHC18_NEG	20P02830178_CSHC18_NEG	20P02830069_CSHC18_NEG	20P02830175_CSHC18_NEG	20P02830174_CSHC18_NEG	20P02830173_CSHC18_NEG	20P02830172_CSHC18_NEG	20P02830171_CSHC18_NEG	20P02830170_CSHC18_NEG	20P02830203_CSHC18_NEG	20P02830183_CSHC18_NEG	20P02830180_CSHC18_NEG	20P02830002_CSHC18_NEG	20P02830006_CSHC18_NEG	20P02830188_CSHC18_NEG	20P02830189_CSHC18_NEG	20P02830202_CSHC18_NEG	20P02830271_CSHC18_NEG	20P02830185_CSHC18_NEG	20P02830229_CSHC18_NEG	20P02830228_CSHC18_NEG	20P02830164_CSHC18_NEG	20P02830226_CSHC18_NEG	20P02830092_CSHC18_NEG	20P02830095_CSHC18_NEG	20P02830162_CSHC18_NEG	20P02830163_CSHC18_NEG	20P02830220_CSHC18_NEG	20P02830017_CSHC18_NEG	20P02830016_CSHC18_NEG	20P02830018_CSHC18_NEG	20P02830089_CSHC18_NEG	20P02830151_CSHC18_NEG	20P02830153_CSHC18_NEG	20P02830152_CSHC18_NEG	20P02830154_CSHC18_NEG	20P02830159_CSHC18_NEG	20P02830158_CSHC18_NEG	20P02830276_CSHC18_NEG	20P02830238_CSHC18_NEG	20P02830239_CSHC18_NEG	20P02830234_CSHC18_NEG	20P02830235_CSHC18_NEG	20P02830236_CSHC18_NEG	20P02830237_CSHC18_NEG	20P02830230_CSHC18_NEG	20P02830231_CSHC18_NEG	20P02830232_CSHC18_NEG	20P02830233_CSHC18_NEG	20P02830048_CSHC18_NEG	20P02830046_CSHC18_NEG	20P02830042_CSHC18_NEG	20P02830043_CSHC18_NEG	20P02830040_CSHC18_NEG	20P02830001_CSHC18_NEG	20P02830322_CSHC18_NEG	20P02830323_CSHC18_NEG	20P02830326_CSHC18_NEG	20P02830146_CSHC18_NEG	20P02830147_CSHC18_NEG	20P02830144_CSHC18_NEG	20P02830145_CSHC18_NEG	20P02830142_CSHC18_NEG	20P02830143_CSHC18_NEG	20P02830140_CSHC18_NEG	20P02830141_CSHC18_NEG	20P02830209_CSHC18_NEG	20P02830208_CSHC18_NEG	20P02830075_CSHC18_NEG	20P02830073_CSHC18_NEG	20P02830072_CSHC18_NEG	20P02830079_CSHC18_NEG	20P02830078_CSHC18_NEG
				dMePE(18:0/20:4)					7.57												4059467.655	4537583.316	3140590.677	4420444.256	3076705.988	4648416.148	3601914.129	3522298.32	4843394.018	3614187.756	3162623.133	3130059.342	1833192.029	2662263.302	3623082.375	3972531.921	2247770.865	4116861.832	2955448.833	2470759.188	1904919.294	2099461.443	1587366.555	2817755.128	1326123.853	4106720.571	1674960.701	3023614.892	3465879.968	2273430.414	4937997.656	3471401.02	2612918.086	2559373.891	4385178.032	4678176.28	3508771.034	4980935.39	2161211.179	2917770.962	4997583.54	3532554.036	4848468.938	2981723.503	1839209.368	2262457.886	3096974.232	827191.3341	1572932.323	4080960.836	2524339.346	3461933.367	2793119.985	2541831.141	2989245.745	3355828.098	2847887.017	3186163.688	1431670.868	3345561.227	4111747.808	3663940.848	2548177.503	3419349.071	2222710.086	3689862.367	2802216.611	2755018.414	3752042.996	3137780.469	5124405.834	2783513.255	2641029.991	3826801.758	3738130.921	4594041.571	3813116.211	4636961.043	3121715.363	1867256.908	2831488.467	2896047.098	3034038.929	3508936.55	2003993.407	3542564.86	2544590.708	4216179.125	3780186.447	3802894.301	2703729.045	3842628.101	2679715.974	3775445.491	4938964.636	4105116.957	3784497.688	3213704.668	3315810.383	2945434.506	3182726.605	5301209.365	4800730.526	2881007.981	3710685.471	2870004.931	3156410.577	3607970.526	3810962.669	2432666.29	4098888.335	3910323.356	2288532.361	2444669.4	3616065.421	3703542.219	3688102.371	3283876.843	4597925.474	1507205.739	3857025.814	2204008.503	4189519.296	2741073.6	4371698.133	2298183.727	1255278.721	2427694.515	5406713.545	3628829.27	3129030.99	3532825.078	3246850.54	2306377.14	4405869.521	3555026.606	3727490.868	2591555.53	4781541.854	2054677.989	2523941.738	3484325.925	3427749.193	3941594.199	3488668.289	4209265.678	4689574.3	3719757.158	3098932.438	2872166.24	3527491.996	3593606.851	3092745.166	3428381.15	4130580.573	3233982.411	2932399.477	3499894.742	4367464.52	5188807.671	3173834.295
				PE(16:0e/18:2)					7.66												2753596.772	1253318.285	3572419.213	1699101.683	1851255.018	1673008.405	3966181.247	4830397.538	1977487.269	3699021.024	2157263.747	3256696.341	3531616.334	5217078.624	2766074.21	1283988.061	2431001.642	943425.4744	2276588.504	1865403.937	4351161.463	3752351.839	11584582.91	1640066.984	673702.4997	2831269.815	2307127.37	2184271.256	3871722.448	5702361.049	3385868.619	1593114.036	468731.4044	2777218.403	1550280.179	4062417.444	2968018.904	2773812.624	2673781.976	1048065.334	3439472.342	2497146.479	974545.4769	3369808.244	3579617.325	1136229.469	2293938.156	2447994.351	2942200.752	1637422.536	2407615.285	1725058.582	2939064.766	3862530.543	2614281.311	3195160.592	1875910.388	2451170.2	2270825.913	2803887.747	4696681.564	2423501.514	2046220.458	951003.5927	2293277.747	1781544.741	2315226.398	2159814.267	1518152.458	2631299.642	1119188.826	2974040.7	1637023.618	3368315.78	5877525.35	876867.6554	5591995.368	3111240.49	1581694.149	6460008.092	2589247.328	2727388.911	2399563.845	1627611.738	2516287.344	1478820.618	3914775.204	2967829.373	2069424.05	2065708.164	7024679.308	2103708.569	2801513.894	2439644.24	1065278.531	2142856.088	811095.1083	1715432.148	3212574.462	5021808.789	1599385.987	518215.2069	2497339.343	1838331.799	2662558.798	3120336.69	3247249.079	1949162.033	1865177.447	2967752.174	1888942.848	5212118.106	4879489.454	1184179.529	3164995.781	2142711.952	1482589.759	1750551.805	2346718.578	5785422.044	1798231.861	2421306.078	1575527.217	2374491.073	2462457.514	4207151.275	774550.0384	2768228.598	2299713.489	2199518.815	2122594.67	1885175.267	3314883.499	1692132.344	4175846.782	2214887.346	6126523.511	2824287.829	1646252.173	3002584.391	7667062.687	1771970.334	1102686.484	646948.2535	3109395.913	1258386.84	1654032.611	1992751.354	3435858.584	2967357.231	1440988.315	2503581.084	2828908.536	3553147.069	1356918	2102112.932	1451544.422	2046707.823	2425523.25	3067085.666	1069034.037
				PE(16:0p/22:5)					7.71												33880895.39	17540916.17	12273231.32	23689459.32	20245635.98	16849016.4	20885054.87	11671474.98	20671525.55	48296515.73	44877208.77	35000089.43	43391634	32304538.3	63552445.58	30147880.66	38692001.57	14638343.07	18095002.66	25511712.95	53790406.57	24291105.5	17263617.66	21778707.85	8446962.627	41274309.03	49246465.24	18751510.34	74191815.55	21774126.66	62372398.37	32623394.44	5736443.89	33185346.05	20448029.86	44410497.48	32125395.73	34203471.95	34165963.3	13065291.19	18182555.46	21411514.6	12076542.66	14860500.71	24321043.05	6649943.452	52592742.98	8671611.321	56966110.54	14492328.7	10528909.69	12676703.01	18128712.87	15258786.8	26680346.33	19541678.69	26065916.8	11956181.8	30346743.64	33910358.62	58365853.88	15513851.49	15215776.26	14991868.25	22146697.14	29182773.77	38055661.56	43563968.97	27722930.18	19945499.25	19828432.11	27398330.77	42551513.18	15075951.86	16455207.13	10834243.59	53996034.44	27391019.06	17815779.05	20744259.62	29257536.82	33423412.67	20360250.54	17701630	29579750.03	13692859.23	21568169.71	20442901.88	27441429.71	11955469.99	15878342.11	55346330.15	12436494.54	27735772.99	12459465.65	17924375.05	17894129.25	12158847.75	16266326.34	38988787.08	10349618.35	6559309.667	13460311.11	17117862.42	17104959.71	27999846.65	13357021.45	28249053.32	15508562.68	14675060.6	22249710.7	13596151.41	11398812.18	21099023.24	41560527.7	17678153.25	14776890.56	26378399.47	37520921.32	12364432.65	43325659.73	25057131.66	26779074.01	17881129.3	31487245.03	16683132.37	12521085.23	26024019.07	13329161.73	24826792.01	19485738.61	34267632.5	24778907.1	40967767.51	26475023.83	26590116.04	26658698.32	7756030.193	27317812.66	10472544.93	13660856.95	13278595.84	15713912.97	28825179.81	55125734.95	20266759.68	19790093.38	36814291.8	21706386.51	22663115.75	19179542.79	40403181.53	29530174.27	28807057.59	14775840.5	26538058.18	5139469.339	17817510.47	59456718.01	13815800.41	10252744.56
				PE(18:0p/18:2)					7.74												1735535.874	897697.6243	2762135.713	1531468.118	1430215.756	1008801.416	2742900.311	3088526.856	1322444.699	2881309.499	2799683.477	3008116.558	2258936.023	4406338.251	2909886.332	1403571.369	2671273.241	1135166.557	2061935.829	2053859.701	3232036.124	7538416.799	22571616.54	1728461.647	619779.2285	2973005.621	1980656.192	2226900.775	4115911.96	5064268.231	3749894.101	1602320.929	594605.6277	2857627.11	1453219.227	3775640.394	2866161.362	2288011.689	2862652.475	757618.9748	2920043.186	2028913.34	855039.4379	2838538.592	3063854.604	1556872.326	2731908.671	4997818.072	1750655.571	1127288.75	2221614.288	1229132.927	2535820.677	2989915.008	1953159.371	2643520.009	1929073.439	1615687.383	2343779.043	2436278.776	12475638.43	2239597.761	4160375.658	1212559.763	1899421.057	1386385.985	1879204.414	2189233.096	1582141.505	2127429.798	1405567.091	2329128.761	2016943.892	2587912.097	9495280.851	732200.5203	5616858.678	2739537.166	1837655.102	10620415.16	2328305.09	2447342.668	1642988.528	1978060.577	2586608.826	1271812.302	8150907.201	2181947.066	2054077.524	1980889.486	15094961.26	1575184.559	2186172.639	1463940.385	905212.3783	1578818.327	1611610.214	1409285.5	2672049.633	2756629.459	1280638.928	892280.1705	1194550.833	1457246.989	2095057.874	2552105.856	2019923.885	1926016.78	1235329.542	5521133.835	1999994.967	11165383.42	3152770.586	1247566.792	2573063.6	2059575.396	1285161.252	1702763.264	2762096.955	10927099.46	2121267.407	1860817.441	1467661.659	2352147.363	2167679.567	2740677.084	2332912.61	1874866.668	1809425.043	2002540.929	1820171.253	1775246.007	2869912.728	1971912.391	2907811.099	2186392.293	4470701.506	5556798.551	2188640.205	5551069.809	14916060.8	1653035.215	1405547.426	1485562.878	2640218.236	1209704.365	1477380.823	1617528.983	2747196.205	2452362.65	1488122.976	2850391.541	2116777.976	2774138.329	943212.6933	1722496.946	2938740.259	1865683.267	2532323.432	2631193.5	798007.3685
				dMePE(18:0/18:2)					7.76												15219467.04	15557466.16	18091288.88	18927745.46	12334922.77	11967124.55	19265181.22	15069298.08	11682221.75	13280195.91	10328896.27	15871352.33	15218273.65	16525274.32	12744553.09	16763997.9	3971210.331	10527550.63	12684230.53	15389982.1	13866962.13	14828182.41	11931585.05	10102457.48	21786618.15	12435597.07	12287772.67	14992858.99	15136054.57	13062299.41	12520054.01	14101757.09	8695701.226	10081905.75	11168556.09	14389966.71	16081891.98	12625184.02	12437035.55	16064743.55	19530705.99	13782201.83	15851652.87	18215535.71	11004415.88	8940056.516	9705569.654	14371660.12	15857650.71	16108664.96	23694809.97	17349374.58	16041816.23	20395474.8	12916596.1	14197562.99	16647797.53	15153709.66	14208389.32	11917201.08	13328103.94	14813195.89	9369396.534	17950811.52	15124174.97	13395291.81	12917358.21	7018604.635	10581622.23	13235645.78	14480024.14	14153184.36	10390614.04	12430268.83	15724962.95	12483264.83	18558726.05	17162852.2	15667162.35	12382397.52	12449946.81	14238941.86	16932468.37	16545879.16	16399684.61	15402434.14	14869502.1	15622595.73	15749441.68	14594727.44	17408605.04	13183972.16	14129945.48	13805351.16	18052278.93	14535598.88	14535182.71	21250424.95	15294345.26	17939555.67	14265944.82	15041129.91	17932585.42	13679980.95	19276549.66	14379388.83	12990976.26	16590610.39	18446742.43	13630995.71	11971449.73	14991780.67	13956229.87	13297693.09	13695412.49	11613706.84	12954070.89	15531467.42	14497356.12	13735933.16	20276824.39	17296430.34	13511945.39	11502837.21	14060227.58	13997995.08	3880083.133	18035232.32	16338783.87	15001138.3	12578270.25	13541322.16	15981725.01	13817336.32	13507999.95	11833094.04	14335000.68	14054842.45	14665773.87	16693253.11	14850666.88	18330599.88	15925775.52	8170554.614	10405604.56	11958175.03	9413810.144	11538809.46	17001700.59	13142668.92	12180549.29	14116295.82	19610623.72	13967807.75	15493214.49	12863534.73	13824644.58	13440194.48	13811557.41	22485732.03	17670195.4
				PE(16:0/18:1)(rep)					7.78												9127802.022	10917333.11	14930063.12	23708025.25	15108976.32	20431347.06	22868163.53	23662971.3	7833605.065	7810436.282	12611526.22	11107382.26	14613132.03	18376674.22	22016314.98	8980445.38	25958261.95	18683172.49	30035019.08	46022579.35	24848008.88	79914507.09	172890860.9	37313480.04	75266035.44	21985676.29	29404114.11	20057281.13	21180248.03	17664683.25	7650233.428	19065962.73	73592515.93	12379025.32	7235266.022	16534138.81	30002561.17	14224898.05	34683164.86	18527871.26	13364699.48	12954904.98	33207534.42	13868526.92	24730367.79	63996971.31	32457211.61	101740265.7	28708890.71	23413476.52	26041210.73	17653344.1	37025223.86	18763763.67	14371486.96	18335972.35	25624612.46	22716498.92	61455995.03	17327309.62	80788789.16	16133239.89	61644755.93	19694178.69	25364003.27	19569602.28	22353733.63	19079943.37	16900101.66	23549236.19	21913208.95	15555336.07	35502807.24	15138915.17	26681341.35	10281965.61	14648664.3	6998751.498	19398583.37	44852077.77	18099797.73	25031764.27	8928499.879	16285627.13	20633133.49	9121372.797	72206593.06	25562715.86	13220933.12	8615296.295	94547105.88	7454393.022	15151430.42	13015528.03	26794003.96	12029292.84	21657785.58	33966687.21	15608386.68	28215176.49	18042303.32	44215586.94	12763431.96	17512698.37	25813784.15	48203564.52	15418629.38	11959801.6	35122017.56	61581824.77	18064252.93	32633167.02	23657734.76	31443953.7	6909582.622	21258189.73	57371070.07	36917086.9	21038982.86	81569965.24	13466596.21	23036523.8	23452316.62	34401975.2	12578580.72	21079992.88	73411206.47	16367376.98	33742952.03	19867987.77	21259283.51	19788206.6	15538135.47	16329730.62	13725037.4	14074542.06	19841299.03	104344596.5	21238399.36	116848419.3	60479979.96	6315964.637	19888670.36	31923228.12	15663615.55	34490067.85	16465514.71	12511598	15992495.94	21524082.31	12886508.64	18390098.7	11715465.68	7520774.839	16040599.1	15910480.8	60505789.87	15229599.07	28286150.15	11240600.26	21188863.89
				PE(18:0/20:4)(rep)					7.81												101170804.3	141518422.5	93492708.66	175600972.1	151159442.8	299904409	213956751.6	244858486.5	165507097.7	127346958.8	128585561.3	177166375.4	163914974.4	244375973.8	297293176.5	124813441.9	193476577.2	250155687.4	238486751.5	249957597.6	147795764.8	317138966.3	739712687.5	254726800.8	753363390.8	228620662.8	258191858.3	232813039.2	249318128.7	194227957	147330845.1	265127655.8	633559937.2	220061972.7	154389199.7	243586981	396543719.4	213523729.4	266410806.4	175313278	181265466.3	163083907.4	387725666.2	159851358.6	164355090.6	397745141.8	443027783.2	226180675.5	161686202.6	331710162.8	227372384.9	256019471.6	203477909.4	181766692.8	144668789.2	207604275.5	307129004.4	254428466.8	385920652.3	274618970.4	429309633	285437625.1	464975958.5	218470047.9	147317173	169918056.9	239397422.4	266693858.9	220416085	209052470.9	261716081.6	200142057.5	330891442.5	208329045.6	199203540.7	172863893	152359854.6	140018799.4	168157908.7	308195620.8	302539508.9	235901999.8	116941370.4	227098832.9	184256331.2	160507330.1	313826722.2	371218079.9	238135512.7	148540473.1	625695367.5	127039021.8	172012539.6	136579965.6	233930047.7	181893555.2	228280884.4	325326986.4	278562983.5	223329621.3	176519269.5	519021334.5	137294128.5	192125682.2	294998826	331878841.4	186786075.6	136850738.1	187007623.7	246681741.5	207589921.6	205602905.2	135804907	213742034.2	137153843.3	308063456.7	338775305.3	265777039.3	308598075.1	301949105.6	167919707.3	152734475.8	183798879.2	303423392.5	236476341.1	260078917.4	325604083.2	158436730.5	284983889.3	209415015.4	229671504.9	175318073.9	235787764	162587069.7	142383713.7	272341185.1	273634074.2	501777095.7	188977473.9	471268561.4	268701683.7	75288579.95	146569070.6	394929125.1	259164934.4	398598221.1	194223482.1	267562723.5	295780185.4	287155756.8	189819885.6	200076303.1	181413668.7	114552791.8	191082614.5	223915971.3	417609154.9	208619136.4	272600798.6	104024708.8	224849162.6
				dMePE(16:0/22:5)					7.82												3481312.415	2837915.146	4440811.408	4644573.25	4692954.991	12351969.36	4101965.952	7460893.822	5039759.381	3575808.227	5221159.33	5619944.791	6160859.372	8481238.638	14433923.68	4400209.215	16162820.68	18503384.39	13157149.7	14736779.26	9114841.719	16679793.02	29464614.85	25855588.15	45951117.65	7791203.439	17294777.19	9470792.646	15317142.78	11654553.5	4320831.964	14888897.06	20976352.39	6403561.233	5864000.945	11270261.94	19693900.48	9579448.117	16029737.41	6267368.19	11041613.33	6289573.698	13187402.8	4311146.498	10959009.02	29819613.53	22381745.78	21199958.69	9525365.781	14881158.38	9706417.296	13012925.19	6047743.687	4759328.85	5160863.856	8123855.084	16816105.71	8959652.654	14534593.54	13466407.08	31324212.45	7158072.447	19356423.96	8591649.997	13377647.12	4205987.433	13705599.96	9775161.447	10369219	7661130.741	7847391.472	4793233.266	21837873.52	6248140.936	4825595.502	7301631.054	7850978.753	2830796.288	12005601.28	16418805.35	14998655.41	7549184.187	4013473.66	9231072.857	11040515	6129575.536	16924700.34	28052120.49	7968807.892	3397761.404	24457673.81	4409204.706	6849912.828	4178707.212	9621189.312	6475099.127	6999942.405	18547446.47	13664801.82	15755445.42	4108134.618	20706328.31	3580781.778	6567201.043	13345666.52	16817242.25	3079442.021	5560671.055	6995899.497	12585417.88	11629534.77	7242528.282	4130857.179	9053869.837	3155523.817	8677303.996	21492311.09	19638147.31	12460211.36	19174037	5188720.415	8193863.381	11252628.84	20716040.14	5546583.323	8191892.246	27703876.68	6291931.281	6645326.917	9496492.634	16235872.16	4606883.086	8884202.47	6724143.078	7353652.728	11114787.18	10817565.99	22825707.26	8538207.399	37082098.55	9498157.34	1846573.567	8502239.355	15343937.57	7860433.731	20317530.16	5966531.137	15002690.47	9302777.86	12895562.68	9311732.197	12352683.79	5583161.535	3274258.612	4645773.034	8187393.475	17872103.21	8187682.464	20080210.22	3323802.332	10392634.25
				PE(18:0/18:2)					7.88												125283303.6	136510210.9	187825553.3	352534599.7	197387452.9	296102894.7	305872269.2	253109802.4	105981513.5	90451503.3	105370893.7	141457465.6	220793347.7	265756468.7	161839607.1	87893871.45	149132039.9	127842479.3	206997206.1	269654244.6	256314644.1	397681352.6	647388637.3	172204060.7	1593660733	134632919.1	296401514.2	308522809	205475250.3	199025158.4	75879609.64	186221146.6	328535876	96061767.84	68303763.61	191663869.2	370672700.6	164663273.7	135823346.2	204084625.5	159863348.6	143216428.9	233986384.2	183707505.5	275729064.3	308936964.6	209852370	580333249.7	175291799.6	349504542.9	508339855.4	322566828.9	350391941.8	403643585	116406230	244674486	508965495.5	349669523.6	685387956.9	158727193	287603703.1	191319018.9	331246626.9	284402854.8	158598932.4	260432116.3	132703592.8	231210605	131648821.2	181365985.3	133111703.7	194789057.9	216796437	154835494.8	161215110.3	125127444.6	144998453.1	87669114.63	133865274.4	396262338.2	162220514.4	448089010.1	94650136.83	183615430.5	154840458.3	134342911	412807902.4	233682698.6	232648897.9	194541118.7	747060892.1	104379880.9	277118156.5	169872235.9	214269997.2	179897933.5	140818345.2	512317176.1	241806715.1	284186189.2	145568555.9	293798812.7	152498069.6	248071965.1	400703082.8	250242489.9	244341994.1	158136839.5	286972503.3	410597282.1	179853758.1	166848320.6	209787926.4	177438993.3	87025533.89	506508579.7	241962153.1	213102113.4	205025391.5	556479522.1	129839637.8	212936786.3	152318019.2	347137122	122689806.2	291543373.4	287497416.7	200013453.5	214979175	152675311.5	224740309.3	257085381.6	211354398.7	157419454.4	110801576.1	142618687	196330298.8	635156332	200212768.2	703242929.2	273447733.4	73945740.16	209465933.5	158750975.4	166994468	190236480.7	108947705.2	149476991.2	223532194.1	420696633.7	137045235.7	143982866.3	195832963.7	102515148.2	215029090.1	282180207.5	489181985.1	193570174.8	164040995.3	105651503.6	171724202.3
				dMePE(18:2p/20:4)(rep)					7.88												106082459.7	72344557.48	63386378.36	87611399.7	97213322.04	69740117.69	97626709.23	58236413.08	91177598.51	136023540.3	114603865.4	118037434.2	101985804.4	130234603.2	119942750.3	81610035.26	77418811.15	60822294.17	81726243.46	84889164.23	133526160.1	85371174.21	115568875.6	86859943.1	72570903.43	155397262.8	70582877.82	70140249.27	150964470.2	93586380	159148725.4	89216653.19	68403108.6	171890251.4	90781981.31	138447320.9	129444387.3	104222991.8	133003245.3	75267013.47	76622220.2	98301435.45	75249417.16	106691874.8	107401860.9	44691517.35	138415074	41739507.22	151050356.7	60295062.79	65840607.98	51528325.26	87787496.23	84680400.17	100779827.4	81204923.74	72585906.39	67473889	138550314.3	101779392.1	128363365.5	86737802.46	85595949.26	96965439.99	62171216.76	74019200.54	94872857.98	170974567.5	90014385.84	104076790.4	147283913.3	142207858	108838039.2	106035541.7	112831020.2	74699393.21	148903794.8	135820142.3	101130589.8	128296943.4	116360303.8	145573250.4	81996822.99	92835742.39	98021939.32	77926141.85	88814900.78	51818639.22	124466418.5	86726169.96	128495969.8	141821409.7	90515356.05	113780938.3	57101135.78	83041389.21	86291794.29	48801287.28	77300507.12	64858702.98	68477162.81	86412798.25	64598750.65	81060314.74	72458362.17	88626384.73	105283856.1	127238185.6	49323449.34	74619678.99	66983652.49	100800676.2	80691323.46	54572723.28	160398689.1	100603126.1	46835831.68	86413783.19	122896777.1	73928142.4	118930229.1	103862489.6	57959917.52	70379641.15	123533303.1	93567095.04	24493277.36	112089478.9	111789067	115305854.3	75758697.22	101988979	116070669.9	87846996.2	97634612.52	92438822.54	109239375.1	79892633.75	86670477.39	85170892.55	86324089.46	81213660.65	59657028.63	67895301.47	173099968.8	67145694.29	112360848.3	97664268.02	88259697.15	74525783.82	102782296.9	89025634.76	111066220.9	124729995.9	75079763.2	84026367.27	60414642.76	88428285.7	96997969.45	95081897.78	50854010.72
				PE(18:0p/22:6)(rep)(rep)					7.88												100422890.8	68049727.66	58363259.34	79971607.18	87993399.51	65523262.16	90680163.81	42637515.43	83440566.55	125234696.1	104659338.8	113097726	102313874.8	120062185	111235993.2	77768338.54	76971579.31	56811683.58	77279158.71	81031401.53	134123387.6	80696723.83	116189773.6	82896270.42	70040333.39	141692465.2	67410664.45	62401128.96	142173814.7	87258308.26	146658165.8	83771601.83	65864314.51	166934248.8	85047519.43	129842092.7	120818758.5	96220755.2	134520129.9	69794676.69	68640434.31	91984061.02	72263406.21	102131352.9	101109502.9	42897040.19	131970019.1	42731278.72	145578964.5	57856464.1	61241110.84	48858724.28	89728856.17	79720263.06	97039825	76802617.34	76065327.1	63043595.21	131959375.9	101840379.1	118259602.7	81836971.06	80639190.65	90424122.39	59841969.39	69715787.51	91677163.56	173864730.5	87003705.5	96295064.49	138699337.2	134851259.9	109657142.8	97675251.14	111099996.3	68667369.86	136613401.1	130127367.3	102524322.8	119877163.3	118846695.9	138798460.9	73722831.65	84217461.41	92026590.36	73808252.23	83944659.73	46671417.74	124430027.3	83117260.85	123243386.5	137927391.8	84867262.88	108043922	53429654.12	75735227.98	82011288.94	45228237.08	74152547.05	57800896.99	64057343.67	89542665.78	61639871.37	77785954.64	70558812.15	84817194.58	104412785.6	122230609.1	46845659.91	71247259.32	60714993.45	94486392.95	80345328.62	50867068.08	152454019.6	97729516.87	44298365.34	88579700.49	117384410.1	69070919.18	114399966.3	105485802.8	55662621.05	68021183.83	123263676.9	92299183.27	24851515.4	105039495.3	107861007.5	111101872.9	72738136.88	96891566.56	110570638.2	82182893.85	92965573.56	86627089.39	110382877.9	76218754.49	83514438.85	84425729.81	81263816.76	76535003.64	55626506.82	68167484.89	157168100	64358634.97	108087789.6	100112013.6	84960089.21	66732443.28	94738228.36	90050321.52	106519456	116433182.2	70886770.08	77818179.67	56674792.38	86231569.01	92556241.22	88781926.78	48751053.89
